id,X1,X2,X3,X4,T,Y
100067,-0.756437209,0.321686576,0,0,0,3.664245909
100068,0.760949393,0.323468848,0,1,0,3.627401407
100069,-0.548955096,1.80597011,1,1,1,5.995497718
100070,1.518865624,-0.354000113,1,1,0,4.296215689
100071,-0.823431406,0.130214954,0,0,0,2.439427117
100072,1.267298645,0.332764977,1,1,1,9.656952879
100073,0.556548705,-0.212080122,0,0,1,5.725469581
100074,0.456270895,1.544544451,0,1,1,7.582903026
100075,-0.239668781,0.143307733,0,0,0,2.63700535
100076,0.253816477,0.283725356,0,1,0,4.20680689
100077,-1.411888876,-1.876868656,0,0,1,3.865441297
100078,-1.019655071,0.167942295,1,0,0,3.289152459
100079,0.553856166,-0.53067456,0,1,1,6.168481567
100080,1.377257483,-0.143175974,1,0,1,9.411925101
100081,0.020315998,-0.193963871,0,0,0,2.658417567
100082,0.134026793,0.704474074,0,1,0,3.83142204
100083,0.665653438,-0.898422941,1,0,0,2.269362051
100084,1.523663776,-1.095026457,0,0,1,8.117579729
100085,0.079227014,-0.274396574,0,1,0,2.580354312
100086,-1.048991677,-0.075120588,0,0,0,2.182963522
100087,-0.740813773,0.072907243,0,1,1,6.02821931
100088,0.403085961,1.471929369,1,0,1,6.698164451
100089,0.307384219,-0.61122534,0,0,0,1.714530985
100090,-0.391619811,0.139978106,0,0,1,5.57085443
100091,0.093460829,1.459589268,1,0,0,5.376172608
100092,1.39535293,-0.358935926,0,1,1,8.601581401
100093,-0.548642128,-2.557054604,0,1,0,-0.167074785
100094,-0.548920413,-0.978057706,0,1,0,1.63953805
100095,-0.354824458,0.391584242,0,0,0,3.012338155
100096,0.177192329,-0.029968007,0,1,1,6.119127031
100097,0.199582111,-0.126117773,1,0,0,2.877982928
100098,0.197018933,-3.231055008,0,1,0,-0.369963254
100099,-0.26929349,-0.110850721,0,1,1,5.732491025
100100,-0.341261716,-0.217946262,0,1,1,5.674304564
100101,0.703310118,-0.598105331,0,0,1,6.832223922
100102,2.200702099,0.68829693,0,1,1,13.91251048
100103,-0.006307251,-0.206662303,1,1,0,2.510342835
100104,-0.086522286,-0.91530707,1,1,1,5.165563932
100105,-0.095202539,0.278683517,0,1,1,6.082937969
100106,0.579541616,0.579689779,0,1,1,7.790135731
100107,-0.274877547,-1.416082253,1,0,1,4.175335433
100108,-0.669102626,1.612193043,0,0,1,6.011991602
100109,0.896058313,0.369619586,1,0,0,4.745503895
100110,-0.761294245,0.003645155,1,0,0,3.124955056
100111,-1.255668686,-0.551936876,0,1,0,1.171004759
100112,-0.245203342,-0.361639932,0,0,1,6.054557026
100113,0.956601931,-1.418725914,0,0,1,6.090415765
100114,-0.865432272,-1.374687971,0,1,0,0.605349313
100115,-1.237353213,0.124055896,0,0,0,1.59411548
100116,-1.600440533,0.753868779,0,1,1,6.704286085
100117,-0.246815777,0.068788333,1,1,1,6.799758869
100118,0.322576738,-0.43416652,1,1,0,3.404876606
100119,1.032479716,-0.194342727,1,1,0,3.48460201
100120,0.594070255,-0.199112383,1,1,0,3.868514787
100121,0.290874387,0.27966267,1,1,1,6.80941297
100122,0.249969939,-0.97430785,0,1,0,1.565798627
100123,0.435875771,-0.318956989,1,1,1,5.63438231
100124,0.63048803,-2.152493444,0,0,0,2.072212652
100125,-1.465116222,0.363445562,0,0,1,7.230601022
100126,1.862927585,0.835058747,0,0,1,11.3332585
100127,-0.682450934,-1.692052415,0,0,1,3.050598096
100128,0.742686221,-0.080583222,1,0,1,7.530255555
100129,0.590704218,0.115298722,0,1,0,4.049117139
100130,0.029642925,2.958625446,0,1,0,5.356294502
100131,-0.006129961,-0.159245209,0,0,0,2.420148941
100132,-0.121448675,-0.583536717,0,0,0,2.290271958
100133,0.990132895,-0.353754334,0,0,0,3.092598892
100134,0.635942706,0.28460303,0,1,1,7.021321215
100135,1.218985862,0.420179597,0,1,1,9.121954047
100136,-1.213384781,-1.326487785,1,1,1,4.484228137
100137,1.408369146,-0.608710803,0,0,1,9.550383437
100138,-1.32060258,-0.6696186,0,0,1,6.020534576
100139,1.264625287,-1.420212999,0,0,0,2.164304435
100140,-0.866495204,-0.666807509,0,1,1,4.504156105
100141,-1.251189873,-1.184327339,0,1,0,1.381660496
100142,-1.518107975,-0.461187413,0,0,0,1.029982496
100143,-0.354908832,-0.682538154,0,1,1,5.810962226
100144,-1.653697839,1.253335947,1,1,0,1.955237299
100145,-1.329078829,0.278033712,1,0,0,2.119361637
100146,-1.074766593,0.668316867,0,1,0,2.519693967
100147,0.955832355,-0.877613587,0,1,0,2.413943777
100148,-1.92371573,0.695787319,1,0,0,1.339894232
100149,1.875800547,0.41569454,0,1,1,11.1810706
100150,0.160544421,0.81976061,0,1,1,7.030961962
100151,0.765054846,-0.828988834,0,1,0,2.614436372
100152,-0.659151311,0.61112355,1,0,1,6.670885382
100153,-0.144013347,1.316605596,0,1,0,4.153187893
100154,-0.704342147,0.750609917,0,0,0,2.830652833
100155,0.342637981,-0.126437564,0,0,1,6.018253444
100156,1.175910772,0.680071533,1,0,0,4.715855295
100157,-1.004967153,0.64021868,0,0,1,6.041572016
100158,1.374990631,-0.130444689,1,1,1,9.376277866
100159,-0.24865585,-0.669647148,0,1,1,5.385729569
100160,-0.013603886,0.686200686,0,0,1,5.67580109
100161,-0.8176683,-1.346357561,1,0,1,3.145868367
100162,-0.375749911,-1.379724979,0,0,1,3.368825337
100163,0.523218441,-0.42668977,0,1,1,5.979324455
100164,-1.755401845,-0.348607515,0,1,0,0.848434721
100165,-0.192614986,0.449135613,0,0,1,5.678778545
100166,-0.145363543,1.868726457,0,1,1,7.41297552
100167,-0.518703852,-0.062398549,0,0,0,2.402005407
100168,-0.102910614,-0.282628384,0,1,0,2.765349505
100169,0.142425585,0.541231297,0,1,1,7.5524366
100170,1.340098704,-1.569256127,0,1,0,3.109098603
100171,-0.510342874,-0.447771425,0,1,1,4.907707059
100172,0.937850297,-0.356663061,0,1,1,6.249227911
100173,-1.895175593,0.087730464,0,1,0,1.135015066
100174,-0.033689232,0.179751566,0,1,0,4.129228194
100175,-1.040162881,1.719034681,0,1,0,4.41375205
100176,-0.323859784,-0.188296858,0,0,1,5.52540568
100177,-0.90000857,-0.931002004,0,0,0,1.266318864
100178,-1.22273696,-0.393310852,0,1,1,4.957855876
100179,-0.957581839,2.056467341,0,1,1,6.643565513
100180,-1.88849238,-1.128330548,1,0,0,-0.304469529
100181,-0.401414428,0.673491278,0,1,0,3.321732928
100182,-0.413756881,0.675963393,0,0,1,6.784671056
100183,-0.986803889,0.059291134,0,1,0,2.910968385
100184,1.744041087,-0.967744396,1,1,1,9.713689102
100185,0.419567676,0.206927519,0,1,1,6.889294059
100186,-2.251534986,-0.588970546,0,1,0,-0.099848763
100187,1.131151905,0.135077672,0,1,0,4.510288115
100188,-1.212268963,0.690777273,1,0,1,6.669532457
100189,-0.479122945,0.360050728,1,0,1,6.201152237
100190,0.376920114,-1.118695601,0,1,0,2.290047146
100191,0.789828035,-1.007508801,0,1,1,5.153242037
100192,-1.305785866,-0.882828988,0,0,1,5.519403127
100193,-0.346090034,0.109403156,1,1,1,6.238943476
100194,-0.772583732,0.744819312,1,1,0,3.230749626
100195,0.251464184,-0.694798215,0,1,0,2.641496305
100196,0.888992918,1.161068358,0,1,1,7.958018842
100197,-0.098684697,-0.214983045,0,1,0,2.983612762
100198,-1.773771353,-0.407512592,0,1,1,6.967443719
100199,-0.291506713,0.245379407,0,1,1,5.998858513
100200,-0.168426432,0.244026938,0,0,0,2.919130199
100201,1.534090289,-0.529914099,0,1,1,10.22463331
100202,-0.490972283,-1.309165314,0,1,0,1.410247073
100203,-0.008660467,0.976812982,1,0,0,4.276073303
100204,-1.751070349,-0.665856967,1,1,0,2.159678512
100205,0.035940503,0.850102884,0,0,1,7.97869456
100206,0.382870239,0.325463628,1,1,1,6.373276119
100207,-0.224312786,0.481874257,0,0,1,6.259371382
100208,1.014303884,-1.708991777,0,1,0,1.827128263
100209,0.728535401,-0.098759806,0,0,1,6.43786656
100210,-0.529988864,-2.443075786,0,1,0,0.520518939
100211,-1.380351324,1.698058992,1,0,1,7.693264987
100212,-0.688548532,-1.084768771,0,1,1,4.956247115
100213,-0.456425956,-0.745147222,0,1,1,4.543388964
100214,0.124358633,1.516973678,1,0,0,4.612941466
100215,-0.586615951,0.154290051,1,1,1,6.683500677
100216,-1.147237141,1.520166442,1,0,1,6.458675834
100217,0.189043442,-1.081819123,0,1,1,5.02571566
100218,0.90430622,1.199987649,0,1,1,6.564686136
100219,0.161456363,-1.639396968,0,0,0,1.819201493
100220,1.785168814,0.310122521,0,1,0,4.842903396
100221,1.170454297,-0.550893205,0,1,0,3.327110096
100222,-0.398623925,0.110453109,1,0,1,5.641257465
100223,1.113401678,0.142990028,0,0,0,4.166327294
100224,-1.256833813,0.261989197,1,1,0,1.062408743
100225,1.629534195,0.065806282,0,1,0,4.59621516
100226,0.129385524,-1.262543743,0,0,1,4.824337521
100227,-1.402989088,-0.637692139,0,0,0,0.831950195
100228,-0.326517647,0.104060735,0,0,1,5.465201785
100229,0.165956974,1.601907651,0,0,1,7.262765482
100230,0.058687438,1.064422688,0,1,0,4.063063402
100231,-0.039329335,1.448903612,0,1,1,6.455470569
100232,-1.870397479,-0.598731767,0,1,1,7.477486877
100233,0.983033396,-0.171596005,1,1,0,3.66611148
100234,0.931529613,0.385066103,1,0,1,8.44778654
100235,0.945876984,0.613067728,1,1,1,8.269167735
100236,0.673648934,1.492455387,0,1,0,5.311702181
100237,0.986474019,0.993806707,0,0,1,8.90525738
100238,0.020418759,-0.58185021,0,1,1,5.17904629
100239,-0.659560088,0.750944597,0,1,0,3.144942107
100240,-2.438460564,-1.307178188,0,1,0,-0.268619984
100241,-0.963253686,-0.247621379,0,0,1,6.223457673
100242,-2.631438037,1.258721303,1,1,0,1.22046995
100243,0.600175236,1.984582398,0,1,0,5.275879549
100244,1.062214469,1.030379331,0,0,1,9.274953657
100245,2.250676031,-0.570958087,1,1,0,4.177792609
100246,-1.503458399,-0.232357396,0,1,0,0.311591361
100247,-0.824992054,-0.256845361,0,1,0,0.909714905
100248,-1.05021899,0.567880067,0,1,1,6.536807032
100249,0.51298285,-0.026922591,0,0,1,6.777779712
100250,0.311581503,-0.142050727,1,0,1,6.847722345
100251,0.752033668,0.069640749,1,1,1,7.084249659
100252,-0.265445625,0.92958447,0,1,1,6.807583605
100253,1.260821269,1.337453826,0,1,0,5.63827002
100254,-0.990274689,-0.534447208,0,0,1,5.188507213
100255,-1.701496095,-0.238565018,0,0,1,7.767339768
100256,0.416123814,-0.132801175,0,1,0,3.432698669
100257,1.930850867,-0.405843375,0,1,1,11.40891423
100258,-1.088508555,0.568504207,0,0,0,2.114889604
100259,0.149933828,0.549642596,0,0,0,3.874993186
100260,0.303787931,0.243765761,1,1,1,5.259050058
100261,-2.122298883,-0.726114028,0,0,0,-0.198434384
100262,-0.590324918,-0.347964338,1,0,1,6.168151601
100263,-0.448391638,0.412818762,0,1,1,6.111770496
100264,0.600882509,-1.131640927,0,1,0,2.571956705
100265,0.686804407,0.585768139,0,1,1,8.16868905
100266,0.465770066,-1.417894488,0,0,0,1.984258843
100267,0.4405823,0.08259542,0,0,1,6.377994318
100268,0.960880075,1.784356795,0,0,0,5.629455585
100269,1.588067886,0.112644172,1,1,1,10.27204595
100270,-0.001874692,0.631948284,0,0,0,4.473785246
100271,-1.115039953,-1.450683142,1,1,1,4.094041651
100272,-0.472530592,1.220568914,0,0,1,5.812113123
100273,-0.331128298,1.502580906,0,0,1,6.499380638
100274,-2.788112883,-1.587206427,1,1,1,8.534734433
100275,-0.123688733,0.888194541,1,0,1,6.75987161
100276,-0.069623099,-0.095652744,1,1,0,2.716618495
100277,-0.121741495,-1.762897734,0,1,0,0.685149267
100278,1.158068874,-0.68276472,0,1,1,7.262242279
100279,1.089532657,-0.070523418,0,1,0,4.049422252
100280,1.068160387,0.343257981,0,1,1,8.096273204
100281,-0.106674491,0.226261647,0,0,0,3.154652116
100282,-1.472977609,0.006029327,1,1,0,0.815537637
100283,1.716040322,1.308193564,1,0,0,6.487666097
100284,-0.985023583,0.505685851,0,1,0,2.130277598
100285,0.247979885,0.81718828,1,1,0,4.377153038
100286,0.094152886,-0.233503993,0,0,1,4.794351495
100287,1.330630776,0.216396568,1,0,0,4.669092102
100288,1.255464322,0.974386203,1,1,0,4.780335872
100289,-0.324487242,-0.167000274,0,1,0,2.448274506
100290,1.929832434,0.191482325,1,1,0,5.328404038
100291,-0.758628423,-1.200043278,0,1,1,4.366445945
100292,0.974132435,0.160293721,0,1,0,3.826386094
100293,-0.792091951,0.674584831,0,1,1,5.436094286
100294,0.159748695,-1.660475071,0,0,1,2.918520109
100295,0.588685555,1.333190703,1,1,1,7.508897156
100296,2.559850231,0.034902564,0,0,1,15.59456776
100297,0.232649658,1.606596805,1,1,0,5.325181699
100298,0.168722267,0.275341863,0,1,1,6.258704675
100299,-0.630618391,-1.394375113,1,1,0,0.282883224
100300,0.912687936,-1.273570237,0,1,0,2.680527344
100301,1.140656243,-0.788165559,0,0,1,8.099666269
100302,0.265233958,-0.372271731,1,0,1,5.707036484
100303,1.174600238,0.300846402,0,0,0,3.642092829
100304,1.959095353,-1.083677679,0,1,1,9.837454801
100305,0.413863082,0.047341881,0,0,1,5.864440257
100306,0.279943571,1.595921172,0,1,1,7.845136523
100307,0.58531803,-1.147525409,0,0,1,5.225535954
100308,0.533510818,-0.415619376,0,0,1,6.558873832
100309,-0.47335497,1.045857328,0,1,0,4.017902897
100310,-0.602339983,-0.379730328,0,1,1,5.789549888
100311,0.032407254,0.946185897,0,0,1,5.649759235
100312,0.581589803,-0.234414912,0,1,1,6.977487081
100313,-0.272176466,-1.160129662,1,1,1,3.620516794
100314,-0.759835089,-0.654381086,0,0,0,1.338918023
100315,-0.149290942,1.986763037,0,1,1,7.138538482
100316,-0.675469434,-0.295829068,1,1,0,2.626968865
100317,-2.052398405,0.600571094,0,0,0,1.807932187
100318,-1.577448794,-0.906589522,0,0,0,0.690628492
100319,1.042335368,-2.10492843,0,0,1,5.772648935
100320,0.095920412,0.800929647,1,1,0,3.318387847
100321,1.525444236,-0.920093108,0,1,1,8.023417107
100322,-0.62402485,1.804436323,1,1,1,5.815901816
100323,-0.025060145,-0.736263934,0,1,1,4.948697795
100324,-0.717485837,-0.972556324,0,0,0,1.155712989
100325,-0.439672205,1.088220476,0,1,0,3.255528994
100326,0.887766069,-1.174270303,0,0,0,3.34478535
100327,0.214586075,-0.402159735,1,1,1,4.903601995
100328,0.782440404,-0.156359727,0,1,0,3.308190528
100329,0.371524682,-0.158605207,0,1,1,6.094084204
100330,-2.187085931,0.047002445,1,0,0,0.966796501
100331,-1.27174695,0.747128412,0,0,1,5.652988851
100332,-0.679827892,-0.605012656,0,0,0,2.54064314
100333,-0.008902825,0.577793954,0,1,0,3.051782783
100334,-0.169743818,1.642182772,0,0,1,5.630252188
100335,1.648817861,1.715468592,1,0,1,10.34896624
100336,-0.234318725,-1.481958456,0,1,0,1.172188922
100337,1.220078514,-0.416345285,0,0,0,4.864903517
100338,0.038166312,0.628320103,1,0,1,7.421258659
100339,-1.604436401,1.629121205,0,1,1,7.156784
100340,0.874962329,0.352271582,0,1,0,4.686216424
100341,0.89091675,0.556952539,1,1,1,7.171682235
100342,0.116828116,-0.307774322,0,0,0,2.254850831
100343,-0.739142274,0.287214281,0,1,0,3.082124093
100344,0.36120306,1.083198803,0,1,1,7.280267638
100345,0.200660009,-0.853201516,0,0,0,2.560306708
100346,-1.576232847,-0.127562162,0,1,1,6.882950569
100347,-0.027458377,-0.098091583,0,1,0,2.88259752
100348,-1.530512897,1.074465141,0,1,0,3.127344013
100349,1.072629746,-0.823285165,0,0,1,6.966610835
100350,0.805982112,0.952830862,0,0,0,5.165389837
100351,0.038447077,-0.948498626,1,1,0,2.197419672
100352,1.613381535,0.380921434,0,0,1,9.893355868
100353,-0.251037455,0.772845396,1,1,0,3.864596663
100354,1.622208488,-0.497160147,0,1,1,8.753613064
100355,0.691422545,1.943160171,0,0,1,7.421264357
100356,-1.116564834,-0.549253589,0,0,1,5.840822538
100357,-0.597855081,-0.158327137,0,0,1,5.301488651
100358,-0.209973736,0.300795439,0,0,0,4.933108911
100359,-0.82037552,-0.622663489,0,0,1,4.528003231
100360,0.301290484,0.15491186,1,1,0,3.309099389
100361,0.874079809,0.409355025,1,0,0,3.820703493
100362,0.771846636,-1.14295204,0,1,0,2.886475323
100363,-0.383416311,1.848379951,0,1,1,6.323317674
100364,0.392078047,0.747392962,0,0,0,4.069265535
100365,0.272734737,0.425335857,1,0,0,3.790456584
100366,-0.230904052,3.571579218,0,1,0,6.831266197
100367,-0.396155922,-0.038321218,0,0,0,3.377214189
100368,-2.424836325,1.106266658,1,1,0,1.598396174
100369,-0.55225295,-0.060794106,0,1,0,2.844863177
100370,-0.528040551,-0.138682945,0,1,0,2.665645824
100371,-0.284247098,-0.043041776,0,1,0,2.120492769
100372,-0.052801483,-0.154205311,0,1,0,2.227500325
100373,-0.167877227,1.308518452,0,1,0,4.601443793
100374,0.88141692,0.887442318,0,0,0,4.899439254
100375,-0.732448881,1.256820832,1,1,0,3.660135622
100376,1.131644509,-0.553404329,1,0,0,3.394080124
100377,1.523852017,-0.683225943,0,0,0,3.485477027
100378,-1.842031838,1.101525986,0,0,1,7.717253261
100379,-0.11951878,0.976921565,1,0,0,3.908354767
100380,-0.754202163,-1.261770012,1,0,1,3.677075784
100381,1.231871789,-1.407268563,1,1,0,3.476994305
100382,-1.561030511,-1.925586891,0,1,1,3.109861146
100383,-2.794472298,-1.039104383,1,1,1,9.971034397
100384,-2.169407958,-0.035605485,0,0,1,8.65103591
100385,-2.23641735,-1.094273419,0,1,1,7.342910935
100386,2.332061996,0.345124241,0,0,1,15.26989997
100387,0.052805675,-1.62075198,0,1,0,2.107134725
100388,-0.245597666,0.048108563,0,0,1,5.721101193
100389,-1.605180796,0.126180681,0,0,0,1.233593593
100390,1.191232457,-0.348258119,0,0,0,3.695692125
100391,-0.197236368,-2.042096415,1,0,1,2.957864258
100392,-1.399233869,1.057695101,0,1,1,6.30136639
100393,-0.661550647,-0.929711634,0,0,1,4.109583208
100394,-0.692583116,-0.057466127,0,1,0,2.69379209
100395,-1.158415911,0.126516506,1,1,0,2.29329549
100396,-1.360007677,0.774000002,1,1,0,2.699862583
100397,-1.057055777,1.320268319,0,0,1,6.625443046
100398,-0.010032653,-0.845644428,0,0,0,2.123208768
100399,0.91146061,-1.374496879,0,0,0,2.066855579
100400,-0.547065645,-7.55E-05,0,0,1,5.876557366
100401,-0.121166803,-2.008585468,0,0,1,3.699009469
100402,-0.920646543,0.168234342,0,1,0,2.225926163
100403,-1.319891559,1.266429299,1,1,0,2.619621945
100404,0.495180889,-0.514240391,0,0,1,6.883255382
100405,-0.220292465,1.861564124,0,1,1,6.079096324
100406,0.935988451,0.380219145,0,1,0,5.020155278
100407,-1.41551877,1.629611319,0,1,1,7.771712981
100408,1.052401069,-0.148405388,0,1,0,4.375595017
100409,-0.549698069,-0.187903939,1,1,0,2.38306476
100410,-1.201936681,-0.470785558,0,1,1,6.178419382
100411,0.763160514,-1.807621277,0,0,1,3.582923284
100412,-0.314074374,0.113755973,1,1,0,2.889704233
100413,0.103568037,-1.178936954,0,1,1,3.937652268
100414,-1.182152891,1.089165382,0,0,1,6.424578685
100415,-1.224529093,1.008650956,0,0,0,1.808508791
100416,-0.482365315,1.07979635,0,1,1,5.938421977
100417,-0.421078505,-1.166471321,0,1,0,1.381320701
100418,0.856554856,-0.017391222,0,0,1,8.163728899
100419,1.448576585,0.892200085,0,0,1,9.760671996
100420,-0.229426629,-0.449667602,0,1,1,4.865705726
100421,0.023372343,0.190210018,0,0,1,6.342536553
100422,-0.881748527,0.841939573,0,0,1,6.941567729
100423,-0.397363492,-0.423027745,1,0,0,1.822274009
100424,-0.540688337,0.231017267,0,1,1,4.778097704
100425,-0.692052602,0.13497011,0,0,1,5.697762634
100426,2.766603071,-0.05360946,0,1,0,5.490896698
100427,-0.434004738,-1.667689228,1,0,1,2.763840172
100428,0.050221925,-1.109230943,0,1,0,2.363868028
100429,-0.375558119,0.151607594,0,0,1,6.1257715
100430,-1.73098945,0.157462752,0,1,0,1.695028675
100431,0.304515175,-1.29710002,0,1,1,5.216139362
100432,-0.392309192,-1.830666362,0,0,1,3.117085948
100433,1.575500936,0.330563277,0,1,1,9.858652944
100434,-0.179588501,-0.163435831,1,1,0,2.645360174
100435,1.131443608,-0.094165552,0,0,1,9.106219037
100436,0.330816771,1.51862956,0,1,0,6.281331332
100437,-0.346167148,-1.092635325,1,1,1,3.649334458
100438,-0.824500575,1.428663834,1,1,0,3.032851182
100439,0.091428309,-0.502331288,1,1,0,2.541996537
100440,0.97364438,0.997957386,0,1,0,4.704065162
100441,-0.475647768,-0.971936837,1,1,1,4.57615615
100442,-1.570528601,-1.793888921,1,0,1,3.803168977
100443,-0.264986452,-0.893195947,1,1,1,4.365042132
100444,1.85847441,0.058537755,0,0,1,11.48718574
100445,-1.942149543,1.418729276,0,1,0,3.339361129
100446,0.161710309,0.70497948,0,1,1,7.068807023
100447,0.682034777,0.296556567,1,0,1,7.898929892
100448,0.52334263,0.238760672,0,1,1,6.680183579
100449,-1.106385906,0.366732198,1,1,0,2.815717652
100450,1.023905505,-0.210056413,0,0,1,7.293716744
100451,0.551302218,0.419589145,0,1,0,4.67676928
100452,1.815652064,-0.252750301,0,1,1,11.17005766
100453,-0.292004163,-0.11693174,0,0,1,5.136087837
100454,-0.102391075,-2.272617711,0,1,0,-0.293266288
100455,-0.642609841,0.299885067,1,1,1,6.083198731
100456,-0.008256515,-0.799339154,0,0,1,4.279602092
100457,-0.664779252,-0.355613128,0,1,1,4.99798261
100458,-0.801571781,-0.51305061,0,1,0,2.302318357
100459,-0.539390119,0.895370847,1,0,0,4.027421825
100460,1.016391269,0.933585094,1,1,1,8.223193317
100461,0.426701799,-0.708322484,0,1,1,5.371521038
100462,0.95983045,-0.314250587,0,0,1,7.209757639
100463,0.023052208,1.338220532,0,1,1,6.567309694
100464,0.083992856,0.24728403,0,0,0,3.589982538
100465,-1.412779486,0.487009294,1,1,1,7.397086754
100466,-0.980006647,1.011939656,0,0,1,6.395820996
100467,-0.184599177,-2.236168842,0,1,1,1.900016041
100468,-0.358020103,-0.228034538,0,0,0,1.27449038
100469,0.485475226,0.670512391,0,1,1,6.729104636
100470,-0.327764245,1.012868195,1,0,0,3.742015101
100471,-3.167055329,-0.713988998,0,0,0,-1.259914086
100472,-1.112364271,-1.254183511,1,1,0,1.069431312
100473,0.959706371,0.829170399,0,1,0,5.524426128
100474,-0.77577002,1.178057004,0,0,0,3.156641799
100475,0.101466892,-0.421684101,0,0,0,3.196716324
100476,-0.692922796,-0.778271726,0,1,0,0.849587207
100477,0.472774857,0.650154901,0,0,0,3.745169007
100478,0.238501212,-2.050217677,0,0,0,0.702473142
100479,0.296358656,0.565396564,0,1,0,3.800004752
100480,-0.669205605,0.043250543,0,1,1,5.278282517
100481,-1.863884299,-1.229969062,0,1,0,-0.502401246
100482,-0.324235348,-0.309751144,0,1,1,4.461497235
100483,0.351679372,-1.186925387,1,0,1,4.569893679
100484,-0.341206065,-0.48977978,1,0,1,4.966965126
100485,0.528010474,1.421042768,0,1,1,7.159862666
100486,1.72092032,-1.568440047,0,0,0,3.336134674
100487,-0.048014192,-1.11252931,1,1,1,3.249199199
100488,-0.064744951,0.42291928,0,1,1,5.68058272
100489,0.081490899,-0.049011699,0,1,1,6.093466376
100490,1.483039175,0.720989392,0,1,1,10.90736867
100491,-0.272654462,0.024211361,0,1,0,1.764838198
100492,0.870897807,0.609790506,1,0,1,7.895854593
100493,-0.425076104,-1.775242841,1,1,1,2.384424007
100494,-1.184657493,0.145979225,0,1,0,0.160026911
100495,-1.786526853,-0.152394498,0,0,1,7.25732547
100496,-0.453569176,0.999252803,0,1,0,3.283729264
100497,-1.318043823,-1.931768979,0,1,0,0.453185867
