id,X1,X2,X3,X4,Y0,Y1
120095,-0.354824458,0.391584242,0,0,3.258215861,5.214389061
120096,0.177192329,-0.029968007,1,1,3.46610898,6.280375006
120097,0.199582111,-0.126117773,0,1,2.376020317,5.888789375
120098,0.197018933,-3.231055008,0,0,0.265274667,1.632725948
120099,-0.26929349,-0.110850721,0,0,2.298116364,5.514748681
120100,-0.341261716,-0.217946262,1,1,2.033023567,5.243189532
120101,0.703310118,-0.598105331,1,0,2.888740739,6.705526781
120102,2.200702099,0.68829693,0,0,5.525608667,13.04275699
120103,-0.006307251,-0.206662303,0,1,3.3235938,5.397390512
120104,-0.086522286,-0.91530707,0,1,0.923996345,4.872029034
120105,-0.095202539,0.278683517,0,0,3.914677943,5.933687769
120106,0.579541616,0.579689779,0,1,4.31721815,7.345406811
120107,-0.274877547,-1.416082253,0,1,0.758595652,3.835647843
120108,-0.669102626,1.612193043,1,0,4.101241731,6.515260096
120109,0.896058313,0.369619586,1,1,5.91098121,8.321627701
120110,-0.761294245,0.003645155,0,0,2.807120238,5.84076473
120111,-1.255668686,-0.551936876,1,1,0.584015924,5.435594843
120112,-0.245203342,-0.361639932,0,0,3.070300815,4.143332351
120113,0.956601931,-1.418725914,0,0,3.102337807,4.512956686
120114,-0.865432272,-1.374687971,0,0,1.090879466,3.490158516
120115,-1.237353213,0.124055896,0,1,1.41831839,7.594607931
120116,-1.600440533,0.753868779,0,0,1.380579425,7.376618273
120117,-0.246815777,0.068788333,1,0,3.499676483,5.763408255
120118,0.322576738,-0.43416652,1,0,2.872560665,5.604961612
120119,1.032479716,-0.194342727,0,1,3.568920424,8.541146139
120120,0.594070255,-0.199112383,0,1,2.999234707,6.479798895
120121,0.290874387,0.27966267,1,0,3.592474376,6.633112072
120122,0.249969939,-0.97430785,0,1,3.15211869,5.560187405
120123,0.435875771,-0.318956989,0,1,2.836501966,5.93952845
120124,0.63048803,-2.152493444,0,1,1.965280797,4.205633892
120125,-1.465116222,0.363445562,0,1,0.981399923,7.442488435
120126,1.862927585,0.835058747,1,1,5.320528579,11.14510188
120127,-0.682450934,-1.692052415,0,1,0.961647137,3.650916323
120128,0.742686221,-0.080583222,1,1,4.074850314,7.663310725
120129,0.590704218,0.115298722,0,0,4.191387759,6.633528235
120130,0.029642925,2.958625446,0,0,5.697698522,6.728955388
120131,-0.006129961,-0.159245209,1,1,2.320286857,6.207380617
120132,-0.121448675,-0.583536717,0,1,1.423170167,5.273146509
120133,0.990132895,-0.353754334,0,0,3.625372133,7.823714281
120134,0.635942706,0.28460303,0,1,3.702034722,6.629093136
120135,1.218985862,0.420179597,0,1,4.826638008,8.875993432
120136,-1.213384781,-1.326487785,0,0,0.724706072,3.971393451
120137,1.408369146,-0.608710803,0,0,3.102933611,8.643115836
120138,-1.32060258,-0.6696186,0,1,0.785146877,5.463553829
120139,1.264625287,-1.420212999,1,0,3.447552189,5.749086824
120140,-0.866495204,-0.666807509,1,0,1.821037187,5.342711996
120141,-1.251189873,-1.184327339,0,0,0.86205769,4.809103369
120142,-1.518107975,-0.461187413,1,0,1.606380157,7.083256161
120143,-0.354908832,-0.682538154,1,0,2.225873749,3.89870122
120144,-1.653697839,1.253335947,0,1,1.949283554,6.920220617
120145,-1.329078829,0.278033712,0,1,2.673736565,6.148015752
120146,-1.074766593,0.668316867,1,0,3.186667664,5.915237938
120147,0.955832355,-0.877613587,1,0,2.760519705,6.855946692
120148,-1.92371573,0.695787319,0,1,0.977029477,8.942437555
120149,1.875800547,0.41569454,0,1,5.050721482,11.58528966
120150,0.160544421,0.81976061,0,1,4.630919338,6.45093426
120151,0.765054846,-0.828988834,1,1,3.959656809,6.164639957
120152,-0.659151311,0.61112355,1,0,3.088041498,5.754245359
120153,-0.144013347,1.316605596,0,1,3.32144766,7.066370443
120154,-0.704342147,0.750609917,0,1,2.879982373,6.545896445
120155,0.342637981,-0.126437564,0,1,3.838350574,6.990334585
120156,1.175910772,0.680071533,1,0,5.142047059,8.654234782
120157,-1.004967153,0.64021868,0,1,3.279307661,6.883980303
120158,1.374990631,-0.130444689,0,1,5.368122798,9.197196609
120159,-0.24865585,-0.669647148,1,1,2.623835094,4.424870041
120160,-0.013603886,0.686200686,0,1,3.319362835,6.284789247
120161,-0.8176683,-1.346357561,0,0,1.076716011,3.690197394
120162,-0.375749911,-1.379724979,0,1,1.895776031,3.589914616
120163,0.523218441,-0.42668977,0,1,3.193266937,6.141037348
120164,-1.755401845,-0.348607515,1,1,1.3419186,6.08180992
120165,-0.192614986,0.449135613,0,1,3.54833246,5.89833292
120166,-0.145363543,1.868726457,0,1,4.992374719,5.918551557
120167,-0.518703852,-0.062398549,0,1,1.579680912,6.037740328
120168,-0.102910614,-0.282628384,1,0,2.319240335,6.075259471
120169,0.142425585,0.541231297,0,1,3.465342975,5.536189271
120170,1.340098704,-1.569256127,0,1,3.126351843,6.500779349
120171,-0.510342874,-0.447771425,0,1,2.318349913,5.134033429
120172,0.937850297,-0.356663061,0,1,2.559922144,7.020214904
120173,-1.895175593,0.087730464,0,1,1.684585175,8.253459527
120174,-0.033689232,0.179751566,0,1,3.812999787,6.484967015
120175,-1.040162881,1.719034681,0,1,3.707858422,5.859589137
120176,-0.323859784,-0.188296858,0,0,2.653791422,5.477201119
120177,-0.90000857,-0.931002004,1,0,1.361490002,4.766815444
120178,-1.22273696,-0.393310852,0,1,0.877137167,4.912151999
120179,-0.957581839,2.056467341,0,0,3.561946158,5.968529351
120180,-1.88849238,-1.128330548,0,0,0.344368504,5.621371335
120181,-0.401414428,0.673491278,1,1,2.736149055,6.434080079
120182,-0.413756881,0.675963393,1,0,3.17806489,5.91528892
120183,-0.986803889,0.059291134,1,1,1.349713369,5.899037562
120184,1.744041087,-0.967744396,0,1,3.567302797,9.404826625
120185,0.419567676,0.206927519,0,0,3.797732827,6.786595938
120186,-2.251534986,-0.588970546,1,0,-0.375325016,8.024240187
120187,1.131151905,0.135077672,1,1,5.164608358,8.056069016
120188,-1.212268963,0.690777273,0,1,1.516645495,6.230435557
120189,-0.479122945,0.360050728,0,0,2.410696559,6.918043668
120190,0.376920114,-1.118695601,0,1,2.398044753,4.992249247
120191,0.789828035,-1.007508801,0,1,2.242040032,6.582388017
120192,-1.305785866,-0.882828988,0,1,0.66856216,4.975872025
120193,-0.346090034,0.109403156,0,0,2.782389385,6.1221952
120194,-0.772583732,0.744819312,0,0,2.326685362,6.963557073
120195,0.251464184,-0.694798215,0,0,3.493564142,4.929421653
120196,0.888992918,1.161068358,0,1,5.074381298,7.883462919
120197,-0.098684697,-0.214983045,0,0,2.754547811,5.994046818
120198,-1.773771353,-0.407512592,1,1,1.328631118,6.271928948
120199,-0.291506713,0.245379407,0,1,3.308175862,6.216754719
120200,-0.168426432,0.244026938,0,0,2.682483218,6.561361203
120201,1.534090289,-0.529914099,0,1,3.461653409,9.077184436
120202,-0.490972283,-1.309165314,0,1,1.267959903,3.77726034
120203,-0.008660467,0.976812982,0,1,4.175901503,6.958311124
120204,-1.751070349,-0.665856967,1,0,0.545827603,6.378201857
120205,0.035940503,0.850102884,1,0,4.151410312,6.97100697
120206,0.382870239,0.325463628,0,1,4.240240464,7.694912222
120207,-0.224312786,0.481874257,0,1,3.376619939,5.568993633
120208,1.014303884,-1.708991777,1,1,3.628273422,5.366138648
120209,0.728535401,-0.098759806,1,1,3.689740419,7.291163999
120210,-0.529988864,-2.443075786,0,0,0.385391987,2.055923143
120211,-1.380351324,1.698058992,0,0,2.575390215,7.01922275
120212,-0.688548532,-1.084768771,0,1,0.643292049,3.902071499
120213,-0.456425956,-0.745147222,1,0,1.936807073,5.020220931
120214,0.124358633,1.516973678,0,1,4.517356406,6.561064622
120215,-0.586615951,0.154290051,0,1,2.600950133,5.362436901
120216,-1.147237141,1.520166442,1,1,3.138807611,6.022424564
120217,0.189043442,-1.081819123,0,1,2.392896013,5.033979947
120218,0.90430622,1.199987649,0,0,5.69985967,8.19424904
120219,0.161456363,-1.639396968,0,1,2.238307355,3.674880452
120220,1.785168814,0.310122521,0,1,4.516782573,11.79446461
120221,1.170454297,-0.550893205,1,1,4.02507266,7.672661925
120222,-0.398623925,0.110453109,0,1,3.507131371,6.032414857
120223,1.113401678,0.142990028,0,0,4.590487665,8.473778549
120224,-1.256833813,0.261989197,0,1,1.604905788,6.185063326
120225,1.629534195,0.065806282,0,0,5.293879497,10.08179185
120226,0.129385524,-1.262543743,1,1,1.627977465,4.27643693
120227,-1.402989088,-0.637692139,0,1,0.684231949,6.239540981
120228,-0.326517647,0.104060735,0,1,2.33625648,6.036164502
120229,0.165956974,1.601907651,0,1,4.555728284,6.384235381
120230,0.058687438,1.064422688,0,1,4.292096733,6.230839888
120231,-0.039329335,1.448903612,0,1,3.783444755,7.06340404
120232,-1.870397479,-0.598731767,1,1,0.851588072,6.917292524
120233,0.983033396,-0.171596005,0,0,4.064376509,7.955653405
120234,0.931529613,0.385066103,0,1,4.847924439,8.338042591
120235,0.945876984,0.613067728,0,0,4.327458168,8.769279987
120236,0.673648934,1.492455387,1,1,4.785090387,8.650625549
120237,0.986474019,0.993806707,1,1,4.750322468,7.855360707
120238,0.020418759,-0.58185021,0,1,2.614898589,4.625607573
120239,-0.659560088,0.750944597,0,1,2.897281669,6.674184347
120240,-2.438460564,-1.307178188,0,0,-0.636747815,7.498168982
120241,-0.963253686,-0.247621379,0,0,2.020843898,5.894638399
120242,-2.631438037,1.258721303,0,0,1.610761934,11.17352921
120243,0.600175236,1.984582398,1,1,5.289335855,7.3062666
120244,1.062214469,1.030379331,0,1,5.016600786,8.859265542
120245,2.250676031,-0.570958087,0,1,4.841269815,13.23771804
120246,-1.503458399,-0.232357396,0,0,0.801719374,6.386328498
120247,-0.824992054,-0.256845361,0,1,1.906076214,5.326697658
120248,-1.05021899,0.567880067,1,0,1.316281509,6.456053511
120249,0.51298285,-0.026922591,0,1,2.52250804,6.974377472
120250,0.311581503,-0.142050727,0,1,3.133205356,6.576289044
120251,0.752033668,0.069640749,1,1,2.952837944,7.627324084
120252,-0.265445625,0.92958447,1,1,4.241450091,6.052031049
120253,1.260821269,1.337453826,1,0,5.626823519,9.552834096
120254,-0.990274689,-0.534447208,0,0,2.230464963,5.014159202
120255,-1.701496095,-0.238565018,0,0,1.962054825,6.858421948
120256,0.416123814,-0.132801175,0,1,2.72411642,6.949375502
120257,1.930850867,-0.405843375,0,0,4.742313971,10.53333772
120258,-1.088508555,0.568504207,0,1,1.819060525,5.966932039
120259,0.149933828,0.549642596,0,1,3.740333183,5.929683288
120260,0.303787931,0.243765761,0,1,3.048838723,6.915531802
120261,-2.122298883,-0.726114028,1,0,-0.576312939,8.105795086
120262,-0.590324918,-0.347964338,0,1,1.462270674,4.566264673
120263,-0.448391638,0.412818762,0,1,3.388833238,6.138630719
120264,0.600882509,-1.131640927,1,1,2.113591357,4.747501326
120265,0.686804407,0.585768139,0,0,4.048486151,7.736894861
120266,0.465770066,-1.417894488,0,1,2.801088471,4.065919907
120267,0.4405823,0.08259542,0,0,3.176284211,6.971890909
120268,0.960880075,1.784356795,0,1,5.816561945,7.543600614
120269,1.588067886,0.112644172,1,1,4.909404258,10.53874832
120270,-0.001874692,0.631948284,0,1,4.068513319,6.540223751
120271,-1.115039953,-1.450683142,0,1,-0.439423585,4.809167105
120272,-0.472530592,1.220568914,0,1,4.367453414,6.621031394
120273,-0.331128298,1.502580906,1,1,4.686526271,7.351153135
120274,-2.788112883,-1.587206427,0,1,-0.661309279,8.464452933
120275,-0.123688733,0.888194541,0,1,3.375142394,5.120562527
120276,-0.069623099,-0.095652744,1,1,2.852259577,5.068583553
120277,-0.121741495,-1.762897734,1,1,1.913846767,2.892605689
120278,1.158068874,-0.68276472,1,0,4.029403889,7.904655119
120279,1.089532657,-0.070523418,1,0,4.195426268,7.863984613
120280,1.068160387,0.343257981,0,1,4.410106785,9.343632213
120281,-0.106674491,0.226261647,0,0,2.630837365,6.630457854
120282,-1.472977609,0.006029327,0,1,0.998867565,7.172127962
120283,1.716040322,1.308193564,0,0,6.566993104,11.46896029
120284,-0.985023583,0.505685851,0,1,2.612810158,6.277756806
120285,0.247979885,0.81718828,0,1,3.769200121,6.911218919
120286,0.094152886,-0.233503993,1,1,1.885059255,5.33089988
120287,1.330630776,0.216396568,0,1,5.173555774,9.015105557
120288,1.255464322,0.974386203,0,1,4.97895369,8.961455441
120289,-0.324487242,-0.167000274,1,1,1.665744788,5.028684034
120290,1.929832434,0.191482325,0,1,5.663700154,12.13576502
120291,-0.758628423,-1.200043278,0,1,1.514443822,4.370821943
120292,0.974132435,0.160293721,0,1,4.004677475,8.492583053
120293,-0.792091951,0.674584831,1,1,2.513495476,5.735402902
120294,0.159748695,-1.660475071,0,0,1.398042876,3.505359163
120295,0.588685555,1.333190703,0,1,4.238714099,7.166473798
120296,2.559850231,0.034902564,0,1,6.383347196,15.6237415
120297,0.232649658,1.606596805,1,1,4.655167413,7.08884917
120298,0.168722267,0.275341863,0,1,3.331182611,5.636165673
120299,-0.630618391,-1.394375113,1,1,1.109464574,4.002970364
120300,0.912687936,-1.273570237,1,0,2.244098214,5.47267153
120301,1.140656243,-0.788165559,0,1,3.96821773,6.741882241
120302,0.265233958,-0.372271731,1,1,2.940520478,5.84677372
120303,1.174600238,0.300846402,0,0,3.971564728,9.047134284
120304,1.959095353,-1.083677679,0,1,3.322787389,10.33269382
120305,0.413863082,0.047341881,1,1,3.860891319,6.80670375
120306,0.279943571,1.595921172,0,1,5.289392294,6.765120278
120307,0.58531803,-1.147525409,1,1,2.163671883,4.795450192
120308,0.533510818,-0.415619376,0,1,2.378483971,5.299887919
120309,-0.47335497,1.045857328,0,0,3.13928686,6.522775906
120310,-0.602339983,-0.379730328,1,1,1.773837692,4.664085392
120311,0.032407254,0.946185897,1,0,4.966755192,6.210579163
120312,0.581589803,-0.234414912,1,0,3.100534813,6.965398189
120313,-0.272176466,-1.160129662,0,0,0.961047733,3.592136064
120314,-0.759835089,-0.654381086,1,0,1.645280834,5.128283852
120315,-0.149290942,1.986763037,0,1,4.06409275,5.48920066
120316,-0.675469434,-0.295829068,0,1,1.381244225,5.913992891
120317,-2.052398405,0.600571094,0,1,1.217976777,8.929463333
120318,-1.577448794,-0.906589522,0,1,-0.30800666,5.674741791
120319,1.042335368,-2.10492843,1,0,2.193410747,4.323201477
120320,0.095920412,0.800929647,0,1,4.068931908,5.642949551
120321,1.525444236,-0.920093108,0,0,4.159252237,8.278525431
120322,-0.62402485,1.804436323,0,1,3.479449471,6.529785228
120323,-0.025060145,-0.736263934,0,0,2.632906334,4.462680812
120324,-0.717485837,-0.972556324,0,1,0.504964284,4.191191775
120325,-0.439672205,1.088220476,0,1,3.930942198,7.196888884
120326,0.887766069,-1.174270303,0,1,2.187530261,5.805427727
120327,0.214586075,-0.402159735,0,0,2.089367367,5.453561264
120328,0.782440404,-0.156359727,0,1,3.72548631,6.745613921
120329,0.371524682,-0.158605207,0,0,3.60490212,6.238355342
120330,-2.187085931,0.047002445,1,1,0.028212129,8.797328193
120331,-1.27174695,0.747128412,0,1,2.094849141,7.445358517
120332,-0.679827892,-0.605012656,0,0,1.821818369,4.423431076
120333,-0.008902825,0.577793954,1,1,2.824697596,6.920307194
120334,-0.169743818,1.642182772,0,1,3.59120144,6.083038395
120335,1.648817861,1.715468592,0,0,6.259508551,10.33140976
120336,-0.234318725,-1.481958456,0,1,2.011445318,3.066732777
120337,1.220078514,-0.416345285,0,1,3.946081569,8.141206095
120338,0.038166312,0.628320103,0,1,3.503374267,6.08404855
120339,-1.604436401,1.629121205,1,1,3.191126388,7.693290288
120340,0.874962329,0.352271582,1,1,4.571261795,8.12887396
120341,0.89091675,0.556952539,0,0,3.80998486,8.521261228
120342,0.116828116,-0.307774322,1,1,2.500452915,5.802752238
120343,-0.739142274,0.287214281,0,1,2.148660935,5.248574675
120344,0.36120306,1.083198803,0,0,4.877839491,7.15415492
120345,0.200660009,-0.853201516,0,1,2.283564889,5.085058207
120346,-1.576232847,-0.127562162,1,1,1.239414694,7.127374191
120347,-0.027458377,-0.098091583,0,0,3.51484646,5.822478172
120348,-1.530512897,1.074465141,0,1,2.741667289,7.593814401
120349,1.072629746,-0.823285165,0,0,3.027311266,7.71157273
120350,0.805982112,0.952830862,1,0,5.642175383,8.111407805
120351,0.038447077,-0.948498626,1,0,2.821659717,4.824995723
120352,1.613381535,0.380921434,0,1,4.743262005,10.5643523
120353,-0.251037455,0.772845396,0,1,3.144790665,6.846239179
120354,1.622208488,-0.497160147,0,0,3.191185749,10.30162805
120355,0.691422545,1.943160171,0,1,4.492080754,8.32034342
120356,-1.116564834,-0.549253589,0,0,1.462253818,4.925585324
120357,-0.597855081,-0.158327137,1,1,1.675649008,4.655716274
120358,-0.209973736,0.300795439,1,0,2.863116969,6.110290287
120359,-0.82037552,-0.622663489,1,1,1.20194979,4.423397256
120360,0.301290484,0.15491186,0,1,3.944032105,7.011387205
120361,0.874079809,0.409355025,0,1,3.942338826,7.590273134
120362,0.771846636,-1.14295204,0,1,2.827669805,6.199558089
120363,-0.383416311,1.848379951,0,0,4.062263057,6.519583769
120364,0.392078047,0.747392962,1,1,4.475104841,7.300577783
120365,0.272734737,0.425335857,1,1,3.639002626,7.227776437
120366,-0.230904052,3.571579218,0,0,6.50579532,8.444193598
120367,-0.396155922,-0.038321218,0,1,2.163375464,5.681293369
120368,-2.424836325,1.106266658,0,1,1.125028627,9.683389843
120369,-0.55225295,-0.060794106,0,1,1.840000542,5.621851987
120370,-0.528040551,-0.138682945,0,1,2.185116872,5.55809219
120371,-0.284247098,-0.043041776,0,0,2.458860842,5.769190944
120372,-0.052801483,-0.154205311,0,0,3.080294416,5.988996597
120373,-0.167877227,1.308518452,0,1,3.751835776,6.585652317
120374,0.88141692,0.887442318,0,1,4.100014296,7.848975271
120375,-0.732448881,1.256820832,1,1,3.368004697,6.029708667
120376,1.131644509,-0.553404329,0,0,3.160760256,7.96981919
120377,1.523852017,-0.683225943,1,1,3.389893974,9.522501294
120378,-1.842031838,1.101525986,1,0,2.813770847,8.204224927
120379,-0.11951878,0.976921565,0,1,4.482252387,5.972374711
120380,-0.754202163,-1.261770012,0,0,1.130045238,3.703387775
120381,1.231871789,-1.407268563,1,1,1.570576046,7.02822853
120382,-1.561030511,-1.925586891,0,1,0.107478073,3.281350854
120383,-2.794472298,-1.039104383,1,0,-1.472399051,8.909434619
120384,-2.169407958,-0.035605485,0,0,0.17879119,8.859362467
120385,-2.23641735,-1.094273419,0,0,-0.513662018,7.375493433
120386,2.332061996,0.345124241,0,1,6.154324938,13.50266522
120387,0.052805675,-1.62075198,0,1,0.914519464,3.559430253
120388,-0.245597666,0.048108563,0,1,2.100016991,5.543426086
120389,-1.605180796,0.126180681,0,1,2.009399702,6.996900529
120390,1.191232457,-0.348258119,1,1,4.239848867,8.328192399
120391,-0.197236368,-2.042096415,0,1,0.543396592,1.569957236
120392,-1.399233869,1.057695101,1,1,2.852897203,6.536997823
120393,-0.661550647,-0.929711634,0,0,1.980126461,5.015798534
120394,-0.692583116,-0.057466127,0,0,2.657196133,5.199699299
120395,-1.158415911,0.126516506,0,0,2.33486919,7.431178811
120396,-1.360007677,0.774000002,0,0,2.720110634,6.146092871
120397,-1.057055777,1.320268319,0,0,4.252945633,5.679598634
120398,-0.010032653,-0.845644428,0,0,1.91377634,5.746805059
120399,0.91146061,-1.374496879,1,0,2.952030155,6.06352834
120400,-0.547065645,-7.55E-05,0,1,2.470496266,5.620212359
120401,-0.121166803,-2.008585468,0,1,1.077981745,2.155762448
120402,-0.920646543,0.168234342,0,1,2.031729638,6.870841955
120403,-1.319891559,1.266429299,0,0,3.221269735,6.987497301
120404,0.495180889,-0.514240391,0,1,3.205357377,7.364618068
120405,-0.220292465,1.861564124,1,1,4.123012697,6.156968201
120406,0.935988451,0.380219145,0,0,4.149180869,7.598869247
120407,-1.41551877,1.629611319,0,1,3.835796689,7.73682664
120408,1.052401069,-0.148405388,1,0,3.559713085,8.926203774
120409,-0.549698069,-0.187903939,0,1,2.329153066,5.240960546
120410,-1.201936681,-0.470785558,0,1,0.832836892,5.960632088
120411,0.763160514,-1.807621277,0,1,1.849990801,4.22751637
120412,-0.314074374,0.113755973,1,1,3.035828874,5.765809665
120413,0.103568037,-1.178936954,0,1,1.56527684,4.095635143
120414,-1.182152891,1.089165382,1,1,3.397157073,6.969220809
120415,-1.224529093,1.008650956,1,0,2.366984674,6.65304305
120416,-0.482365315,1.07979635,0,0,4.27348274,6.346116542
120417,-0.421078505,-1.166471321,0,1,2.070279371,4.224488444
120418,0.856554856,-0.017391222,1,0,2.905193257,7.665007981
120419,1.448576585,0.892200085,0,0,5.890075887,9.926244638
120420,-0.229426629,-0.449667602,0,0,2.360050473,5.198443164
120421,0.023372343,0.190210018,0,1,3.305410481,6.093514678
120422,-0.881748527,0.841939573,0,1,2.354616485,7.004783015
120423,-0.397363492,-0.423027745,1,1,2.852660167,5.687575294
120424,-0.540688337,0.231017267,0,1,2.594984045,6.10258384
120425,-0.692052602,0.13497011,1,1,2.775844761,5.81060723
120426,2.766603071,-0.05360946,1,1,5.233745202,16.29809378
120427,-0.434004738,-1.667689228,0,0,-0.351484852,4.210489296
120428,0.050221925,-1.109230943,0,1,1.976789141,5.303494948
120429,-0.375558119,0.151607594,0,0,2.935843994,5.677805124
120430,-1.73098945,0.157462752,0,1,0.859640582,7.5095353
120431,0.304515175,-1.29710002,1,1,2.122217938,4.052378629
120432,-0.392309192,-1.830666362,0,0,0.415116331,2.24916227
120433,1.575500936,0.330563277,1,1,4.095602269,10.34047227
120434,-0.179588501,-0.163435831,0,0,2.982073487,5.678867899
120435,1.131443608,-0.094165552,1,1,4.263021076,8.545613982
