id,X1,X2,X3,X4
110060,1.959411342,-2.025045763,0,1
110061,-0.275786014,-0.552108071,0,0
110062,0.120747363,0.748215617,0,0
110063,1.608690968,-0.270232392,0,1
110064,0.81234133,0.499740145,1,1
110065,0.474347298,-0.563923932,0,1
110066,-0.997321469,-1.100043113,0,0
110067,-0.756437209,0.321686576,0,1
110068,0.760949393,0.323468848,1,1
110069,-0.548955096,1.80597011,1,0
110070,1.518865624,-0.354000113,1,1
110071,-0.823431406,0.130214954,1,0
110072,1.267298645,0.332764977,1,1
110073,0.556548705,-0.212080122,0,1
110074,0.456270895,1.544544451,0,1
110075,-0.239668781,0.143307733,0,1
110076,0.253816477,0.283725356,0,0
110077,-1.411888876,-1.876868656,1,1
110078,-1.019655071,0.167942295,1,1
110079,0.553856166,-0.53067456,0,0
110080,1.377257483,-0.143175974,0,1
110081,0.020315998,-0.193963871,0,1
110082,0.134026793,0.704474074,0,0
110083,0.665653438,-0.898422941,0,0
110084,1.523663776,-1.095026457,0,1
110085,0.079227014,-0.274396574,0,0
110086,-1.048991677,-0.075120588,1,0
110087,-0.740813773,0.072907243,1,1
110088,0.403085961,1.471929369,0,1
110089,0.307384219,-0.61122534,0,1
110090,-0.391619811,0.139978106,0,1
110091,0.093460829,1.459589268,0,1
110092,1.39535293,-0.358935926,1,0
110093,-0.548642128,-2.557054604,0,0
110094,-0.548920413,-0.978057706,0,1
110095,-0.354824458,0.391584242,0,0
110096,0.177192329,-0.029968007,1,1
110097,0.199582111,-0.126117773,0,1
110098,0.197018933,-3.231055008,0,0
110099,-0.26929349,-0.110850721,0,0
110100,-0.341261716,-0.217946262,1,1
110101,0.703310118,-0.598105331,1,0
110102,2.200702099,0.68829693,0,0
110103,-0.006307251,-0.206662303,0,1
110104,-0.086522286,-0.91530707,0,1
110105,-0.095202539,0.278683517,0,0
110106,0.579541616,0.579689779,0,1
110107,-0.274877547,-1.416082253,0,1
110108,-0.669102626,1.612193043,1,0
110109,0.896058313,0.369619586,1,1
110110,-0.761294245,0.003645155,0,0
110111,-1.255668686,-0.551936876,1,1
110112,-0.245203342,-0.361639932,0,0
110113,0.956601931,-1.418725914,0,0
110114,-0.865432272,-1.374687971,0,0
110115,-1.237353213,0.124055896,0,1
110116,-1.600440533,0.753868779,0,0
110117,-0.246815777,0.068788333,1,0
110118,0.322576738,-0.43416652,1,0
110119,1.032479716,-0.194342727,0,1
110120,0.594070255,-0.199112383,0,1
110121,0.290874387,0.27966267,1,0
110122,0.249969939,-0.97430785,0,1
110123,0.435875771,-0.318956989,0,1
110124,0.63048803,-2.152493444,0,1
110125,-1.465116222,0.363445562,0,1
110126,1.862927585,0.835058747,1,1
110127,-0.682450934,-1.692052415,0,1
110128,0.742686221,-0.080583222,1,1
110129,0.590704218,0.115298722,0,0
110130,0.029642925,2.958625446,0,0
110131,-0.006129961,-0.159245209,1,1
110132,-0.121448675,-0.583536717,0,1
110133,0.990132895,-0.353754334,0,0
110134,0.635942706,0.28460303,0,1
110135,1.218985862,0.420179597,0,1
110136,-1.213384781,-1.326487785,0,0
110137,1.408369146,-0.608710803,0,0
110138,-1.32060258,-0.6696186,0,1
110139,1.264625287,-1.420212999,1,0
110140,-0.866495204,-0.666807509,1,0
110141,-1.251189873,-1.184327339,0,0
110142,-1.518107975,-0.461187413,1,0
110143,-0.354908832,-0.682538154,1,0
110144,-1.653697839,1.253335947,0,1
110145,-1.329078829,0.278033712,0,1
110146,-1.074766593,0.668316867,1,0
110147,0.955832355,-0.877613587,1,0
110148,-1.92371573,0.695787319,0,1
110149,1.875800547,0.41569454,0,1
110150,0.160544421,0.81976061,0,1
110151,0.765054846,-0.828988834,1,1
110152,-0.659151311,0.61112355,1,0
110153,-0.144013347,1.316605596,0,1
110154,-0.704342147,0.750609917,0,1
110155,0.342637981,-0.126437564,0,1
110156,1.175910772,0.680071533,1,0
110157,-1.004967153,0.64021868,0,1
110158,1.374990631,-0.130444689,0,1
110159,-0.24865585,-0.669647148,1,1
110160,-0.013603886,0.686200686,0,1
110161,-0.8176683,-1.346357561,0,0
110162,-0.375749911,-1.379724979,0,1
110163,0.523218441,-0.42668977,0,1
110164,-1.755401845,-0.348607515,1,1
110165,-0.192614986,0.449135613,0,1
110166,-0.145363543,1.868726457,0,1
110167,-0.518703852,-0.062398549,0,1
110168,-0.102910614,-0.282628384,1,0
110169,0.142425585,0.541231297,0,1
110170,1.340098704,-1.569256127,0,1
110171,-0.510342874,-0.447771425,0,1
110172,0.937850297,-0.356663061,0,1
110173,-1.895175593,0.087730464,0,1
110174,-0.033689232,0.179751566,0,1
110175,-1.040162881,1.719034681,0,1
110176,-0.323859784,-0.188296858,0,0
110177,-0.90000857,-0.931002004,1,0
110178,-1.22273696,-0.393310852,0,1
110179,-0.957581839,2.056467341,0,0
110180,-1.88849238,-1.128330548,0,0
110181,-0.401414428,0.673491278,1,1
110182,-0.413756881,0.675963393,1,0
110183,-0.986803889,0.059291134,1,1
110184,1.744041087,-0.967744396,0,1
110185,0.419567676,0.206927519,0,0
110186,-2.251534986,-0.588970546,1,0
110187,1.131151905,0.135077672,1,1
110188,-1.212268963,0.690777273,0,1
110189,-0.479122945,0.360050728,0,0
110190,0.376920114,-1.118695601,0,1
110191,0.789828035,-1.007508801,0,1
110192,-1.305785866,-0.882828988,0,1
110193,-0.346090034,0.109403156,0,0
110194,-0.772583732,0.744819312,0,0
110195,0.251464184,-0.694798215,0,0
110196,0.888992918,1.161068358,0,1
110197,-0.098684697,-0.214983045,0,0
110198,-1.773771353,-0.407512592,1,1
110199,-0.291506713,0.245379407,0,1
110200,-0.168426432,0.244026938,0,0
110201,1.534090289,-0.529914099,0,1
110202,-0.490972283,-1.309165314,0,1
110203,-0.008660467,0.976812982,0,1
110204,-1.751070349,-0.665856967,1,0
110205,0.035940503,0.850102884,1,0
110206,0.382870239,0.325463628,0,1
110207,-0.224312786,0.481874257,0,1
110208,1.014303884,-1.708991777,1,1
110209,0.728535401,-0.098759806,1,1
110210,-0.529988864,-2.443075786,0,0
110211,-1.380351324,1.698058992,0,0
110212,-0.688548532,-1.084768771,0,1
110213,-0.456425956,-0.745147222,1,0
110214,0.124358633,1.516973678,0,1
110215,-0.586615951,0.154290051,0,1
110216,-1.147237141,1.520166442,1,1
110217,0.189043442,-1.081819123,0,1
110218,0.90430622,1.199987649,0,0
110219,0.161456363,-1.639396968,0,1
110220,1.785168814,0.310122521,0,1
110221,1.170454297,-0.550893205,1,1
110222,-0.398623925,0.110453109,0,1
110223,1.113401678,0.142990028,0,0
110224,-1.256833813,0.261989197,0,1
110225,1.629534195,0.065806282,0,0
110226,0.129385524,-1.262543743,1,1
110227,-1.402989088,-0.637692139,0,1
110228,-0.326517647,0.104060735,0,1
110229,0.165956974,1.601907651,0,1
110230,0.058687438,1.064422688,0,1
110231,-0.039329335,1.448903612,0,1
110232,-1.870397479,-0.598731767,1,1
110233,0.983033396,-0.171596005,0,0
110234,0.931529613,0.385066103,0,1
110235,0.945876984,0.613067728,0,0
110236,0.673648934,1.492455387,1,1
110237,0.986474019,0.993806707,1,1
110238,0.020418759,-0.58185021,0,1
110239,-0.659560088,0.750944597,0,1
110240,-2.438460564,-1.307178188,0,0
110241,-0.963253686,-0.247621379,0,0
110242,-2.631438037,1.258721303,0,0
110243,0.600175236,1.984582398,1,1
110244,1.062214469,1.030379331,0,1
110245,2.250676031,-0.570958087,0,1
110246,-1.503458399,-0.232357396,0,0
110247,-0.824992054,-0.256845361,0,1
110248,-1.05021899,0.567880067,1,0
110249,0.51298285,-0.026922591,0,1
110250,0.311581503,-0.142050727,0,1
110251,0.752033668,0.069640749,1,1
110252,-0.265445625,0.92958447,1,1
110253,1.260821269,1.337453826,1,0
110254,-0.990274689,-0.534447208,0,0
110255,-1.701496095,-0.238565018,0,0
110256,0.416123814,-0.132801175,0,1
110257,1.930850867,-0.405843375,0,0
110258,-1.088508555,0.568504207,0,1
110259,0.149933828,0.549642596,0,1
110260,0.303787931,0.243765761,0,1
110261,-2.122298883,-0.726114028,1,0
110262,-0.590324918,-0.347964338,0,1
110263,-0.448391638,0.412818762,0,1
110264,0.600882509,-1.131640927,1,1
110265,0.686804407,0.585768139,0,0
110266,0.465770066,-1.417894488,0,1
110267,0.4405823,0.08259542,0,0
110268,0.960880075,1.784356795,0,1
110269,1.588067886,0.112644172,1,1
110270,-0.001874692,0.631948284,0,1
110271,-1.115039953,-1.450683142,0,1
110272,-0.472530592,1.220568914,0,1
110273,-0.331128298,1.502580906,1,1
110274,-2.788112883,-1.587206427,0,1
110275,-0.123688733,0.888194541,0,1
110276,-0.069623099,-0.095652744,1,1
110277,-0.121741495,-1.762897734,1,1
110278,1.158068874,-0.68276472,1,0
110279,1.089532657,-0.070523418,1,0
110280,1.068160387,0.343257981,0,1
110281,-0.106674491,0.226261647,0,0
110282,-1.472977609,0.006029327,0,1
110283,1.716040322,1.308193564,0,0
110284,-0.985023583,0.505685851,0,1
110285,0.247979885,0.81718828,0,1
110286,0.094152886,-0.233503993,1,1
110287,1.330630776,0.216396568,0,1
110288,1.255464322,0.974386203,0,1
110289,-0.324487242,-0.167000274,1,1
110290,1.929832434,0.191482325,0,1
110291,-0.758628423,-1.200043278,0,1
110292,0.974132435,0.160293721,0,1
110293,-0.792091951,0.674584831,1,1
110294,0.159748695,-1.660475071,0,0
110295,0.588685555,1.333190703,0,1
110296,2.559850231,0.034902564,0,1
110297,0.232649658,1.606596805,1,1
110298,0.168722267,0.275341863,0,1
110299,-0.630618391,-1.394375113,1,1
110300,0.912687936,-1.273570237,1,0
110301,1.140656243,-0.788165559,0,1
110302,0.265233958,-0.372271731,1,1
110303,1.174600238,0.300846402,0,0
110304,1.959095353,-1.083677679,0,1
110305,0.413863082,0.047341881,1,1
110306,0.279943571,1.595921172,0,1
110307,0.58531803,-1.147525409,1,1
110308,0.533510818,-0.415619376,0,1
110309,-0.47335497,1.045857328,0,0
110310,-0.602339983,-0.379730328,1,1
110311,0.032407254,0.946185897,1,0
110312,0.581589803,-0.234414912,1,0
110313,-0.272176466,-1.160129662,0,0
110314,-0.759835089,-0.654381086,1,0
110315,-0.149290942,1.986763037,0,1
110316,-0.675469434,-0.295829068,0,1
110317,-2.052398405,0.600571094,0,1
110318,-1.577448794,-0.906589522,0,1
110319,1.042335368,-2.10492843,1,0
110320,0.095920412,0.800929647,0,1
110321,1.525444236,-0.920093108,0,0
110322,-0.62402485,1.804436323,0,1
110323,-0.025060145,-0.736263934,0,0
110324,-0.717485837,-0.972556324,0,1
110325,-0.439672205,1.088220476,0,1
110326,0.887766069,-1.174270303,0,1
110327,0.214586075,-0.402159735,0,0
110328,0.782440404,-0.156359727,0,1
110329,0.371524682,-0.158605207,0,0
110330,-2.187085931,0.047002445,1,1
110331,-1.27174695,0.747128412,0,1
110332,-0.679827892,-0.605012656,0,0
110333,-0.008902825,0.577793954,1,1
110334,-0.169743818,1.642182772,0,1
110335,1.648817861,1.715468592,0,0
110336,-0.234318725,-1.481958456,0,1
110337,1.220078514,-0.416345285,0,1
110338,0.038166312,0.628320103,0,1
110339,-1.604436401,1.629121205,1,1
110340,0.874962329,0.352271582,1,1
110341,0.89091675,0.556952539,0,0
110342,0.116828116,-0.307774322,1,1
110343,-0.739142274,0.287214281,0,1
110344,0.36120306,1.083198803,0,0
110345,0.200660009,-0.853201516,0,1
110346,-1.576232847,-0.127562162,1,1
110347,-0.027458377,-0.098091583,0,0
110348,-1.530512897,1.074465141,0,1
110349,1.072629746,-0.823285165,0,0
110350,0.805982112,0.952830862,1,0
110351,0.038447077,-0.948498626,1,0
110352,1.613381535,0.380921434,0,1
110353,-0.251037455,0.772845396,0,1
110354,1.622208488,-0.497160147,0,0
110355,0.691422545,1.943160171,0,1
110356,-1.116564834,-0.549253589,0,0
110357,-0.597855081,-0.158327137,1,1
110358,-0.209973736,0.300795439,1,0
110359,-0.82037552,-0.622663489,1,1
110360,0.301290484,0.15491186,0,1
110361,0.874079809,0.409355025,0,1
110362,0.771846636,-1.14295204,0,1
110363,-0.383416311,1.848379951,0,0
110364,0.392078047,0.747392962,1,1
110365,0.272734737,0.425335857,1,1
110366,-0.230904052,3.571579218,0,0
110367,-0.396155922,-0.038321218,0,1
110368,-2.424836325,1.106266658,0,1
110369,-0.55225295,-0.060794106,0,1
110370,-0.528040551,-0.138682945,0,1
110371,-0.284247098,-0.043041776,0,0
110372,-0.052801483,-0.154205311,0,0
110373,-0.167877227,1.308518452,0,1
110374,0.88141692,0.887442318,0,1
110375,-0.732448881,1.256820832,1,1
110376,1.131644509,-0.553404329,0,0
110377,1.523852017,-0.683225943,1,1
110378,-1.842031838,1.101525986,1,0
110379,-0.11951878,0.976921565,0,1
110380,-0.754202163,-1.261770012,0,0
110381,1.231871789,-1.407268563,1,1
110382,-1.561030511,-1.925586891,0,1
110383,-2.794472298,-1.039104383,1,0
110384,-2.169407958,-0.035605485,0,0
110385,-2.23641735,-1.094273419,0,0
110386,2.332061996,0.345124241,0,1
110387,0.052805675,-1.62075198,0,1
110388,-0.245597666,0.048108563,0,1
110389,-1.605180796,0.126180681,0,1
110390,1.191232457,-0.348258119,1,1
110391,-0.197236368,-2.042096415,0,1
110392,-1.399233869,1.057695101,1,1
110393,-0.661550647,-0.929711634,0,0
110394,-0.692583116,-0.057466127,0,0
110395,-1.158415911,0.126516506,0,0
110396,-1.360007677,0.774000002,0,0
110397,-1.057055777,1.320268319,0,0
110398,-0.010032653,-0.845644428,0,0
110399,0.91146061,-1.374496879,1,0
110400,-0.547065645,-7.55E-05,0,1
110401,-0.121166803,-2.008585468,0,1
110402,-0.920646543,0.168234342,0,1
110403,-1.319891559,1.266429299,0,0
110404,0.495180889,-0.514240391,0,1
110405,-0.220292465,1.861564124,1,1
110406,0.935988451,0.380219145,0,0
110407,-1.41551877,1.629611319,0,1
110408,1.052401069,-0.148405388,1,0
110409,-0.549698069,-0.187903939,0,1
110410,-1.201936681,-0.470785558,0,1
110411,0.763160514,-1.807621277,0,1
110412,-0.314074374,0.113755973,1,1
110413,0.103568037,-1.178936954,0,1
110414,-1.182152891,1.089165382,1,1
110415,-1.224529093,1.008650956,1,0
110416,-0.482365315,1.07979635,0,0
110417,-0.421078505,-1.166471321,0,1
110418,0.856554856,-0.017391222,1,0
110419,1.448576585,0.892200085,0,0
110420,-0.229426629,-0.449667602,0,0
110421,0.023372343,0.190210018,0,1
110422,-0.881748527,0.841939573,0,1
110423,-0.397363492,-0.423027745,1,1
110424,-0.540688337,0.231017267,0,1
110425,-0.692052602,0.13497011,1,1
110426,2.766603071,-0.05360946,1,1
110427,-0.434004738,-1.667689228,0,0
110428,0.050221925,-1.109230943,0,1
110429,-0.375558119,0.151607594,0,0
110430,-1.73098945,0.157462752,0,1
110431,0.304515175,-1.29710002,1,1
110432,-0.392309192,-1.830666362,0,0
110433,1.575500936,0.330563277,1,1
110434,-0.179588501,-0.163435831,0,0
110435,1.131443608,-0.094165552,1,1
110436,0.330816771,1.51862956,1,1
110437,-0.346167148,-1.092635325,0,0
110438,-0.824500575,1.428663834,0,1
110439,0.091428309,-0.502331288,1,0
110440,0.97364438,0.997957386,0,1
110441,-0.475647768,-0.971936837,1,0
110442,-1.570528601,-1.793888921,1,0
110443,-0.264986452,-0.893195947,0,1
110444,1.85847441,0.058537755,0,0
110445,-1.942149543,1.418729276,0,0
110446,0.161710309,0.70497948,1,1
110447,0.682034777,0.296556567,0,1
110448,0.52334263,0.238760672,0,1
110449,-1.106385906,0.366732198,0,1
110450,1.023905505,-0.210056413,1,1
110451,0.551302218,0.419589145,1,1
110452,1.815652064,-0.252750301,0,0
110453,-0.292004163,-0.11693174,0,1
110454,-0.102391075,-2.272617711,1,1
110455,-0.642609841,0.299885067,0,1
110456,-0.008256515,-0.799339154,0,1
110457,-0.664779252,-0.355613128,0,0
110458,-0.801571781,-0.51305061,0,1
110459,-0.539390119,0.895370847,0,1
110460,1.016391269,0.933585094,1,1
110461,0.426701799,-0.708322484,0,1
110462,0.95983045,-0.314250587,0,1
110463,0.023052208,1.338220532,1,1
110464,0.083992856,0.24728403,0,1
110465,-1.412779486,0.487009294,0,0
110466,-0.980006647,1.011939656,1,1
110467,-0.184599177,-2.236168842,0,1
110468,-0.358020103,-0.228034538,0,0
110469,0.485475226,0.670512391,1,1
110470,-0.327764245,1.012868195,1,1
110471,-3.167055329,-0.713988998,0,0
110472,-1.112364271,-1.254183511,0,1
110473,0.959706371,0.829170399,1,1
110474,-0.77577002,1.178057004,0,0
110475,0.101466892,-0.421684101,1,1
110476,-0.692922796,-0.778271726,0,1
110477,0.472774857,0.650154901,0,1
110478,0.238501212,-2.050217677,0,1
110479,0.296358656,0.565396564,1,1
110480,-0.669205605,0.043250543,0,1
110481,-1.863884299,-1.229969062,0,0
110482,-0.324235348,-0.309751144,0,1
110483,0.351679372,-1.186925387,0,1
110484,-0.341206065,-0.48977978,0,1
110485,0.528010474,1.421042768,0,1
110486,1.72092032,-1.568440047,1,1
110487,-0.048014192,-1.11252931,0,1
110488,-0.064744951,0.42291928,0,0
110489,0.081490899,-0.049011699,0,1
110490,1.483039175,0.720989392,1,1
110491,-0.272654462,0.024211361,0,1
110492,0.870897807,0.609790506,0,1
110493,-0.425076104,-1.775242841,0,1
110494,-1.184657493,0.145979225,0,0
110495,-1.786526853,-0.152394498,0,1
110496,-0.453569176,0.999252803,1,1
110497,-1.318043823,-1.931768979,0,0
110498,-0.419640742,0.634763132,0,1
110499,1.069918599,-0.909327017,0,1
110500,0.470263748,-1.111430448,1,1
110501,-0.748827466,0.567594726,0,1
110502,0.718150543,-0.999380749,0,1
110503,0.474898323,-1.868499813,0,0
110504,-0.202658907,-1.134248026,0,1
110505,-0.80769934,-1.276077352,0,1
110506,0.553626395,0.55387447,0,0
110507,-0.691200445,0.375582306,1,1
110508,0.261272553,-0.128451754,0,1
110509,2.1581702,-0.840878617,0,0
110510,0.014305091,-0.382387029,0,0
110511,-0.371780015,0.159412004,1,0
110512,-0.2943957,-0.86042676,0,1
110513,0.124227498,1.182331647,0,1
110514,0.94276638,0.203044488,1,1
110515,-0.735396814,0.1864296,0,0
110516,1.084643023,1.191189262,0,0
110517,0.35968706,-0.3643572,0,0
110518,-0.202752749,0.772045927,0,0
110519,0.686346215,-1.757699612,1,1
110520,0.658617565,0.71128834,1,1
110521,-0.887191425,-0.764981116,1,1
110522,-0.757164098,-0.680262803,0,0
110523,-1.416749587,0.31309193,0,1
110524,-0.785719399,-0.070383836,0,0
110525,-0.497568783,0.255177521,0,0
110526,-1.010617036,0.245265375,1,0
110527,0.389781016,0.827594585,0,1
110528,1.967769089,-2.09210177,0,0
110529,0.320314334,-0.709162842,0,1
110530,-1.925058673,0.841630623,0,0
110531,1.332199884,-0.39162771,0,0
110532,0.210916296,-0.06407674,1,1
110533,0.434197668,0.880535749,0,1
110534,0.344937336,0.345769929,1,0
110535,1.259736543,-0.164662222,0,1
110536,0.923064571,-0.822000422,1,0
110537,1.607084947,0.737825392,0,1
110538,-0.403759534,-2.114548147,1,1
110539,-0.000310717,-1.181809409,0,1
110540,0.299634603,1.451168823,0,1
110541,0.160059793,-0.178012614,0,1
110542,0.342205404,0.285650196,0,0
110543,-2.362864108,0.240936864,1,1
110544,0.620277356,-0.259341634,1,1
110545,0.978559078,-0.127674575,0,1
110546,0.766998762,2.273105107,0,0
110547,-0.096391129,-1.942132166,0,1
110548,-0.336591724,-1.725890005,0,0
110549,0.611237826,1.309350974,1,1
110550,0.695879662,0.320308213,0,1
110551,-0.644925458,1.575649746,0,0
110552,0.753276212,0.284469557,0,0
110553,0.204860319,0.111627359,1,1
110554,0.452216424,-0.613327179,0,0
110555,1.525249934,0.152339753,1,0
110556,0.60005445,-0.433567278,0,0
110557,0.374918534,-2.281752426,0,1
110558,-1.118298878,-0.031413153,0,1
110559,-1.32247311,2.439414064,1,1
110560,-1.668081314,0.345900749,0,1
110561,1.655773153,0.481287059,1,1
110562,-0.310227553,-0.552144084,1,0
110563,0.673255489,-0.800270681,0,1
110564,-0.11948611,0.691198606,0,0
110565,-0.307879027,0.08751001,0,1
110566,-0.304086293,-0.969797604,0,1
110567,1.189150485,1.393066241,1,1
110568,-0.316699954,-0.265576159,0,0
110569,-0.177899339,0.538803274,0,1
110570,-0.905300265,-0.088525306,1,1
110571,0.262959055,0.642042149,1,0
110572,-2.780837275,0.40340321,1,0
110573,0.345846762,1.007728237,0,1
110574,-0.526264015,-0.518353205,0,1
110575,1.202516587,-1.563156706,0,0
110576,1.629090291,2.555894459,0,1
110577,0.477451685,0.814098474,0,1
110578,-1.489581707,-0.694559787,0,1
110579,1.057862547,0.361815347,0,1
110580,-0.181427463,0.232869132,0,1
110581,0.506976484,-0.293095701,0,1
110582,-0.028945945,-0.036307375,0,1
110583,-1.052278981,0.323594628,0,0
110584,1.803585915,1.73196213,0,1
110585,-1.476399296,0.57063122,0,1
110586,0.675503781,-0.410510463,0,0
110587,-0.964200035,-1.320814314,0,1
110588,-0.444703779,0.350009137,0,1
110589,-0.158058176,-0.610933088,1,1
110590,-1.249156631,0.350716258,0,1
110591,1.066542447,-0.926921972,0,1
110592,0.448428964,-1.879475244,0,1
110593,-0.657466109,0.72960412,0,1
110594,-1.117767209,-0.604436725,0,1
110595,1.417966828,-0.73284398,1,1
110596,-0.853944819,0.575848362,0,1
110597,1.954733563,-0.239669947,1,1
110598,0.76873586,1.34576918,0,1
110599,0.325552163,-0.269917901,0,0
110600,-0.876326739,-1.425210961,1,0
110601,1.111701745,0.180957146,0,1
110602,1.332800942,0.988925316,0,1
110603,-0.61697052,-1.1868867,0,0
110604,0.412669583,-0.632506884,1,0
110605,0.376689141,-0.731151938,0,1
110606,-0.861225253,-0.14099081,0,0
110607,0.93410062,0.306539895,0,1
110608,1.178375149,-1.233561703,1,0
110609,-1.057077142,-0.089163699,0,0
110610,2.165701383,0.674286114,0,1
110611,-1.066612742,-0.076140453,1,0
110612,0.220714791,-0.568685746,0,1
110613,0.613274991,-0.156446138,0,0
110614,-0.299330718,1.260256787,0,0
110615,-1.709660902,-0.961805342,0,1
110616,-0.817308981,-0.84768107,0,0
110617,-0.728753045,0.488475958,0,1
110618,1.096532828,0.916041261,0,0
110619,-1.019562127,-0.107417899,1,0
110620,0.452265213,0.240002952,0,0
110621,1.3057474,-0.675334236,0,1
110622,0.156319421,-0.393230715,1,0
110623,0.251075019,-1.078896913,0,0
110624,-0.928937721,-0.73011086,1,1
110625,-0.563669311,1.547923266,0,1
110626,1.175401914,-0.212649671,0,1
110627,0.172933294,-1.594436018,1,0
110628,-0.179292347,0.159614713,0,1
110629,1.145684213,0.32680472,0,0
110630,0.432890059,0.29776289,0,1
110631,0.26900119,-1.396759176,0,1
110632,-0.416757668,1.434886799,1,0
110633,0.823896443,0.494234499,0,0
110634,0.066715309,0.659441396,0,1
110635,-0.944889409,-1.580059562,0,0
110636,-0.382086552,0.537923058,1,1
110637,0.107829882,1.013958679,0,1
110638,0.351450517,0.044842196,0,1
110639,1.327484954,1.132375778,0,0
110640,-0.098091301,-1.103049861,1,0
110641,-0.907361492,-0.161451138,0,1
110642,-0.366811384,1.65776233,0,1
110643,-1.680134149,-0.064257787,0,0
110644,-1.066226487,0.116801869,0,1
110645,0.382264833,-0.404896974,0,0
110646,0.530481414,-0.198626941,0,1
110647,-0.179395613,-0.417888725,0,1
110648,0.650824289,0.138501464,1,1
110649,1.57323963,1.270024877,0,1
110650,0.553774608,-2.159441646,1,1
110651,-1.484328312,0.986250573,0,1
110652,-0.47563856,0.234843758,0,1
110653,-0.6304754,0.517886631,0,1
110654,0.957989944,-1.20962774,1,1
110655,-0.813571425,-1.663728413,0,1
110656,0.233407312,-1.665280421,0,1
110657,-0.366081695,0.519611147,0,0
110658,2.058092935,0.368418342,0,1
110659,1.252884742,0.259158843,1,1
110660,0.309243409,-0.210922898,0,0
110661,-0.383270133,1.174378152,0,1
110662,0.374674353,0.336296345,0,0
110663,-0.60817526,-0.345041731,0,0
110664,2.067490483,-0.06750183,0,0
110665,1.32616806,-0.520251711,0,1
110666,0.801544172,0.289795599,1,0
110667,-0.403713105,0.648562899,0,1
110668,-1.543443909,0.574621429,1,1
110669,0.786903222,0.273073188,1,0
110670,1.310923697,-0.068100455,1,1
110671,-0.149139185,0.355039529,1,1
110672,0.867706253,0.569840514,1,1
110673,-0.226613075,-0.995227845,0,0
110674,0.663479256,-0.789571274,1,1
110675,-0.818275368,-0.654643176,0,0
110676,0.057708807,-0.796296464,0,0
110677,-1.135688037,-0.658841944,0,0
110678,-0.18333181,0.454284468,0,0
110679,0.067266911,-1.080462095,0,1
110680,0.228662132,0.322755521,0,0
110681,-0.45496319,-0.796246059,0,0
110682,-0.796630154,-0.531812317,1,0
110683,2.214242036,-0.889072409,1,0
110684,0.265999167,-0.714102596,0,0
110685,-0.505983116,-0.706136439,0,1
110686,0.801202386,0.379107829,1,1
110687,-0.129343801,0.502934947,0,1
110688,0.743465695,-0.850715046,0,1
110689,0.547252413,-0.717631684,0,0
110690,0.837935227,0.740198479,1,0
110691,0.403703051,-0.209926341,0,1
110692,-0.526109263,-0.263628699,0,1
110693,0.769154764,-0.682331046,0,1
110694,0.04967124,-1.747629169,1,0
110695,0.260374659,-1.035528417,0,1
110696,-1.318136732,0.518714882,1,1
110697,0.21033753,-0.44337749,1,0
